Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders,Data Year
Kodo Card,FinTech,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2019.0,"Brex, Y-Combinator","Deepti Sanghi, Gaurav Thapa",2021
Polygon,Crypto,,0.0,Mumbai,Polygon is a blockchain scalability platform.,2017.0,"Mark Cuban, MiH Ventures","Jaynti Kanani, Sandeep Nailwal, Anurag Arjun",2021
Get My Parking,Mobility,,6000000.0,New Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",2015.0,"IvyCap Ventures, IAN Fund","Chirag Jain, Rasik Pansare",2021
Cellestial,Electronics,Pre-series A,500000.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2019.0,"Gurj Aujla, Ashik K",Siddhartha Durairajan,2021
FanCode,Sports startup,,50000000.0,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2019.0,Dream Sports,Yannick Colaco,2021
Jai Kisan,FinTech,Series A,30000000.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2017.0,"The Chatterjee Group, Prophetic Ventures","Adriel Maniego, Arjun Ahluwalia",2021
Plum,HealthCare,Series A,15000000.0,Bangalore,High quality health insurance and health benefits,2019.0,"Harsh Jain, Lalit Keshre","Abhishek Poddar, Saurabh Arora",2021
ThatMate,HealthCare,,140000.0,Satara,ThatMate is a sexual and mental wellness app for teens.,2019.0,"Supriya Kumari, Premanshu Singh",Nishant Neeraj,2021
Klassroom,EdTech,Pre-series A,200000.0,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2016.0,ah! Ventures,Alka Javeri,2021
Convin,SaaS startup,Pre-seed,300000.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2019.0,"9Unicorns Accelerator Fund, Sunder Nookala","Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary",2021
Mensa Brands,Clothing,Series A,50000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",Ananth Narayanan,2021
Disruptium,Consulting,,200000.0,Ahmadabad,A consultancy platform for startups,2021.0,Pravesh Mehta,"Yash Shah, Kapil Mathrani, Ishit Desai",2021
MedTel Healthcare,HealthCare,Pre-series A,5000000.0,Orissia,An aggregator for Digital Health Clinics in low resource settings.,2017.0,,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",2021
Pickright Technologies,FinTech,,200000.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2019.0,"Gaurav Gupta, Vivek Srivatsav","Namandeep Bhatia, Archana E",2021
Ingenium,EdTech,Seed,0.0,New Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2018.0,Lead Angels,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",2021
BharatPe,FinTech,Debt,6000000.0,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2018.0,"Amplo, Insight Partners","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani",2021
RuleZero,Tech Startup,Seed,1000000.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2019.0,"Induslaw, Reddy Futures","Satish Mugulavalli, Srinivas Katta",2021
Rubix Data Sciences,IT startup,Seed,800000.0,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2018.0,,Mohan Ramaswamy,2021
Locobuzz,Analytics,Series A,4000000.0,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2011.0,Yuj Ventures,Vishal Agrawal,2021
We Founder Circle,FinTech,Pre-seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2020.0,Geekster,Neeraj Tyagi,2021
Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2015.0,"Manish Subramaniam, Upaya Social Ventures","Aniket Doegar, Asha Krishnan, PR Ganapathy",2021
Celcius,Logistics,Seed,0.0,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2020.0,Eaglewings Ventures,"Swarup Bose, Rajneesh Raman, Arbind Jain",2021
Enthu.ai,AI startup,,200000.0,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,2020.0,Appit Simple Infotek,"Tushar Jain, Vishal Verma",2021
Myelin Foundry,AI startup,Pre-series A,1000000.0,Bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2019.0,Beyond Next Ventures,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",2021
SuperOps.ai,AI startup,Seed,3000000.0,Chennai,SuperOps.ai is an early stage startup in the MSP space.,2020.0,"Ramakant Sharma, Elevation Capital","Arvind Parthiban, Jayakumar Karumbasalam",2021
6Degree,Retail,,1000000.0,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2014.0,"Keiretsu Forum, SucSEED Venture Partners","Amit Bhardwaj, Nikhil Hegde",2021
Teachmint,EdTech,Series A,16500000.0,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2020.0,"Lightspeed India Partners, CM Ventures","Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain",2021
Sarathi,HealthCare,Seed,100000.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2020.0,,Aditi Poyam,2021
Jidoka Technologies,Software,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2018.0,,Sekar Udayamurthy,2021
Rapido,Transportation,Series C,43000000.0,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2015.0,"Skycatcher, Nexus Venture Partners","Aravind Sanka, Pavan Guntupalli, Rishikesh SR",2021
BYJU'S,EdTech,,150000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2011.0,"Tiga Investments, Baron Capital","Byju Raveendran, Divya Gokulnath",2021
ElasticRun,E-commerce,Series D,75000000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2015.0,"Avataar Venture Partners, Kalaari Capital","Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal",2021
Avail Finance,FinTech,Debt,3000000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2017.0,"Alteria Capital, Matrix Partners India","Ankush Aggarwal, Tushar Mehndiratta",2021
Nivesh,FinTech,Pre-series A,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2016.0,"Raghav Kapur, Indian Angel Network","Anurag Garg, Sridhar Srinivasan",2021
Thingsup,IoT platform,,1000000.0,Pune,Thingsup is an Enterprise Grade IoT Platform.,2020.0,GSF Accelerator,"Akshay Ghadage, Pranav Naiknavare",2021
Arthya Wealth and Investments,FinTech,Pre-series A,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2020.0,"Rishi Kumar Bagla, Krishen Lal Khanna",Gaurav Arora,2021
Zepto,E-commerce,,60000000.0,Mumbai,Grocery delivery startup,2021.0,"Glade Brook Capital, Nexus, Y Combinator","Aadit Palicha, Kaivalya Vohra",2021
Fi,Financial Services,Series B,50000000.0,Bangalore,Fi is a neo bank.,2019.0,"Capital Group, Falcon Edge",Sumit Gwalani,2021
Kiko Live,Commerce,Pre-series A,1000000.0,Gurugram,Video-based social commerce startup,2020.0,"Dinesh Agarwal, Amarjit Batra","Alok Chawla, Shivam",2021
TurboHire,Computer Software,,0.0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2019.0,"Arcilla, Samir Khosla",Deepak Agrawal,2021
The Hosteller,Hospitality,Pre-series A,1000000.0,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2015.0,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",Pranav Dangi,2021
SatSure,Defense & Space,,0.0,Bangalore,SatSure is an innovative decision analytics company,2017.0,Baring PE India,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",2021
Ruptok Fintech,Financial Services,Pre-series A,2000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2020.0,Manuvel Malabar Jewellers,Ankur Gupta,2021
VilCart,Retail,,2000000.0,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,2017.0,Nabventures,Prasanna Kumar,2021
Dogsee Chew,Food & Beverages,Pre-series A,7000000.0,Bangalore,100% Natural Dog Treats.,2015.0,Sixth Sense Ventures,"Bhupendra Khanal, Sneh Sharma",2021
Advantage Club,HR Tech,Pre-series A,3300000.0,Gurugram,Advantage Club is India's largest employee engagement platform.,2014.0,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",Sourabh Deorah,2021
TRDR,Financial Services,,150000.0,Bangalore,TRDR is an all-new approach to investing.,2020.0,"Kunal Shah, Snehal Fulzele",Ricky Jacob,2021
Zoomcar,Mobility,,92000000.0,Bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform,2012.0,SternAegis Ventures,Greg Moran,2021
Leap India,Logistics & Supply Chain,,10000000.0,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2013.0,CDC Group,Anurag Malempati,2021
SuperBottoms,Consumer Goods,,400000.0,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2015.0,Alteria Capital,Pallavi Utagi,2021
Cora Health,"Health, Wellness & Fitness",Seed,600000.0,Bangalore,Social commerce marketplace for everyday health and wellness.,2020.0,Indian Angel Network,"Snigdha Kumar, Shrijit Venkatesh",2021
Battery Smart,Renewables & Environment,Pre-series A,7000000.0,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2019.0,"Blume Ventures, Orios Ventures","Pulkit Khurana, Siddharth Sikka",2021
The Good Glamm Group,Information Technology & Services,Series D,150000000.0,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021.0,"Warburg Pincus﻿, Prosus Ventures","Darpan Sanghvi, Priyanka Gill, Naiyya saggi",2021
Mosaic Wellness,"Health, Wellness & Fitness",Series A,24000000.0,Mumbai,A platform of digital first health clinics for men and women,2019.0,Sequoia,Dhyanesh Shah,2021
CloudFiles,SaaS startup,Pre-seed,300000.0,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2020.0,Titan Capital,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",2021
The Viral Fever,Entertainment,,2000000.0,Mumbai,India's leading digital entertainment network.,2012.0,BlackSoil,Arunabh Kumar,2021
Xpand,Retail,Pre-series A,1500000.0,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021.0,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",Sanjay Kaul,2021
Troo Good,E-commerce,Series A,7000000.0,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2018.0,OAKS Asset Management,Raju Bhupati,2021
Prodo,Business Supplies & Equipment,Pre-seed,300000.0,New Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021.0,"Titan Capital, LetsVenture","Sameen Husain, Abhiroop Srivastava",2021
Unnati,FinTech,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,2019.0,"Incofin, NabVentures, Orios","Amit Sinha, Ashok Prasad",2021
Lysto,NFT,Seed,3000000.0,Bangalore,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021.0,BEENEXT,Sadiq Ahamed,2021
Wakefit,Furniture,Series C,20000000.0,Bangalore,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2014.0,SIG,"Ankit Garg, Chaitanya Ramalingegowda",2021
Buyofuel,Oil & Energy,Seed,100000.0,Coimbatore,Green Fuels Marketplace,2020.0,Inflection Point Ventures,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",2021
ElectricPe,EV,Seed,3000000.0,Bangalore,India's largest Electric Vehicle Charging Platform,2021.0,"Blume Ventures, Micelio Fund","Avinash Sharma, Raghav Rohila",2021
Vayana Network,Financial Services,Series C,30000000.0,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2017.0,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",Ramaswamy Iyer,2021
Valuationary,E-learning,Pre-seed,100000.0,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2020.0,"Ashish Jain, Ajay Surana","Pratik Bajaj, Kunal Shah, Mahip Gupta",2021
Knocksense,Online Media,,150000.0,Lucknow,Knocksense is a local news and recommendations platform.,2016.0,"We Founder Circle, Appyhigh, Mumbai Angels","Varul Mayank, Vibhore Mayank",2021
Petpooja,Information Technology & Services,,4500000.0,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2011.0,"Aroa Ventures, GVFL, Udaan","Apurv Patel, Parthiv Patel",2021
Wingreens Farms,Food & Beverages,,17000000.0,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2011.0,"Investcorp, Omidyar Network","Anju C Srivastava, Arjun Srivastava",2021
Doola,Company-as-a-Service,,3000000.0,New York,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,2020.0,Nexus Venture Partners,"Arjun Mahadevan, JP Pincheira",2021
EyeMyEye,Eyewear,Pre-series A,2000000.0,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021.0,2000000,Ganesh Iyer,2021
Bombay Hemp Company,Textiles,,2000000.0,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2013.0,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar","Avnish Pandya, Delzaad Deolaliwala",2021
DGV,Information Technology & Services,Pre-series A,3000000.0,Bangalore,NeoBanking for Bharat,2019.0,"Info Edge Ventures, Omnivore",Ragavan Venkatesan,2021
GuardianLink,Information Technology & Services,Series A,12000000.0,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2017.0,Kalaari Capital,"Ramkumar Subramaniam, Kamesh Elangovan",2021
Clinikk,Hospital & Health Care,Pre-series A,4000000.0,Bangalore,Transforming health insurance by building India's first managed care model,2016.0,MassMutual Ventures,"Dr.Suraj Baliga, Bhavjot Kaur",2021
